smiles,ligand_id
c1ccc(cc1)c2csc3c2C(=O)NC(=N3)COC(=O)CCN4c5ccccc5OCC4=O,O6S
CC1(C(=O)N2C(C(=O)N3[Fe]24N(c5c3ccc(c5)C(=O)NCCCC[C@H]6[C@@H]7[C@H](CS6)NC(=O)N7)C(=O)C(N4C1=O)(C)C)(C)C)C,O6T
CCC[C@@H](C(=O)Nc1cn(cn1)C(C)(C)CNCC(C)(C)C)N[C@H]2CCc3cc(cc(c3C2)F)F,O6U
C[C@@H](C1=Nc2c(c(cs2)c3ccccc3)C(=O)N1)OC(=O)C[C@H]4C(=O)Nc5ccccc5S4,O6V
c1cc2cnccc2cc1NS(=O)(=O)CCCC(F)(F)F,O6W
COc1cc2c(cc1NC(=O)c3cccc(n3)[C@H](C(F)(F)F)O)cn(n2)CC(=O)N4CCOCC4,O6X
Cc1cc(ccc1C#N)Oc2ccc(cc2)CC(=O)N3CCOCC3,O6Y
CCCCS(=O)(=O)Nc1ccc2c(c1)cn[nH]2,O6Z
CCc1c(c(nc(n1)N)N)C#C[C@@H](C)c2cc(c3c(c2)OCO3)c4ccc(cc4)CC(=O)O,O71
c1cc2ccnc(c2nc1)N,O72
Cc1c(c2c(n1C)C(=O)C=C(C2=O)NCCCCN)COc3ccc(cc3)[N+](=O)[O-],O73
c1ccc2c(c1)C(=N/C(=C/3\C=CC=CC3=O)/N2)Nc4ccccc4Cl,O74
CCCc1cc(nc(n1)C#N)c2cc(cc(c2)C(F)(F)F)C(=O)N(CCN(C)C)Cc3ccccc3,O75
CCOC(=O)C1=Nc2ccc(c(c2C(=O)N1c3ccccc3)C)C(=O)C4=CNN(C4=O)C,O76
c1c([nH]cn1)C[C@@H](C(=O)O)NCC[C@@H](C(=O)O)N,O77
[H]/N=C\1/CCCC(=C1)C(=O)O,O78
C[C@@H]([C@@H](C(=O)O)NC)O,O7A
c1cc2c3c(c1)C(=O)N(C[C@H]3CCC2)[C@@H]4CN5CCC4CC5,O7B
Cc1c(ccc2c1N(C(=O)N2C)Cc3ccccc3)C(=O)C4=C(CCCC4=O)O,O7C
CN[C@@H](Cc1c[nH]c2c1c(ccc2)OC)C(=O)O,O7D
CCOC(=O)C1=CC(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,O7E
c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc(c(c3)O)O)N,O7F
CC(C)[C@@H](C(=O)O)N(C)C,O7G
CCOc1ccc2c(c1)ncnc2c3ccc(c(c3)C4CCCC4)C(=O)O,O7I
c1c([nH]cn1)C[C@@H](C(=O)O)NCC[C@@H](C(=O)O)N[C@@H](CCC(=O)O)C(=O)O,O7J
CCC(=O)N1C[C@@H]2C(=O)N(c3cnc4c(c3N2C[C@H]1C)cc(c(c4F)c5c(cccc5F)O)Cl)C,O7K
CC(=O)c1ccc(s1)C#N,O7L
COC(=O)C1=CC(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,O7M
[H]/N=C(/N)\N[C@@H]1CCCCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)Cc2cccc(c2)CNC(=O)CNC1=O)CCCCN)CCCCN,O7N
c1cc2c(c(c1)Nc3cc(nc(n3)SCC(=O)O)Cl)CCCC2,O7O
Cc1cc(ccc1C#N)Oc2ccc(cc2)CC(=O)N3CCN(C(=O)C3)C,O7P
CC1(C(=O)N2C(C(=O)N3[Fe]24N(c5c3ccc(c5)C(=O)NCCCCC[C@H]6[C@@H]7[C@H](CS6)NC(=O)N7)C(=O)C(N4C1=O)(C)C)(C)C)C,O7Q
CC(=O)c1ccc2c(c1)CCO2,O7R
C/C/1=C\[C@H](C[C@H](Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]([C@@H](/C=C/C(=O)NC\C=C1)CC=C)C(C)C)F)O,O7S
c1ccc(cc1)Cn2c3ccccc3nc2c4ccc(cc4)OC[C@H](C5CCNCC5)n6c7ccccc7nc6c8ccccc8,O7T
C1=C[P@](=O)(NC(=O)N1)N,O7U
C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](C[C@H](Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]1[C@H](C)COC(=O)Nc4cc5ccccc5cn4)F)O)/C,O7V
CCc1ccc(cc1)CN(C)C(=O)CCc2nnc(o2)CCc3c[nH]c4c3cccc4,O7W
c1cc(cc(c1)S(=O)(=O)c2ccc(cc2)CNS(=O)(=O)c3cc(c(cc3c4ccc(c(c4)O)O)O)O)O,O7X
C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]1[C@H](C)COC(=O)Nc4cc5ccccc5cn4)O)/C,O7Y
CC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O)C3CCCC3,O7Z
CN(C)Cc1ccc2c(c1)c3ccccc3n2CC(F)(F)F,O80
[C@H]1([C@H](C([C@@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,O81
CNCc1ccc2c(c1)c3ccccc3n2CCF,O82
CNCc1ccc2c(c1)c3ccccc3n2CC(F)F,O83
c1ccc(cc1)[C@]2(OC[C@@H]3[C@H](O2)C[C@@H](O3)N4C=C(C(=O)NC4=O)/C=C/CP(=O)(O)O)P(=O)(O)O,O84
CN(CCS)C(=O)c1cccc(c1)F,O85
c1ccc(cc1)CCOc2cccc(c2)Nc3cc(nc(n3)SCC(=O)O)Cl,O86
c1ccc2c(c1)C(=CC(=O)N2)C(=O)N3CCN(CC3)c4cccc(c4)C(F)(F)F,O87
c1cc(ccc1CNS(=O)(=O)c2ccc(c(c2)O)O)S(=O)(=O)c3ccc(c(c3)O)O,O88
Cc1ccc2c(c1)sc([n+]2C)/N=C/c3ccc(cc3)N(C)C,O89
Cc1nc2cc(ccc2n1c3ccc(s3)C(=O)NC4CC4)OC(F)(F)F,O8A
Cc1ccc(cc1)n2nc3ccc(cc3n2)NC(=O)COc4ccccc4C,O8B
COc1ccc(cc1)C#N,O8C
C/C/1=C\[C@H](CC(=O)Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]([C@@H](/C=C/C(=O)NC\C=C1)CC=C)C(C)C)O,O8D
c1cc(ccc1CNS(=O)(=O)c2cc(c(cc2c3ccc(c(c3)O)O)O)O)S(=O)(=O)c4ccc(c(c4)O)O,O8F
c1cc(sc1)c2nc(on2)C3CCN(CC3)C(=O)CN=[N+]=[N-],O8G
c1cc(sc1)c2nc(on2)C3CCN(CC3)C(=O)Cn4cc(nn4)CNS(=O)(=O)c5ccc(cc5)I,O8H
CCC(=O)/C(=N/O)/C(=O)OCC,O8I
C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]1C(C)C)O)/C,O8J
C[C@@H]1/C=C(\CCC(=O)CCCC/C=C/[C@@H]([C@H]1O)OC)/C,O8K
Cc1ccncc1NC(=O)[C@@H](C)c2cc(cc(c2)Cl)O[C@@H]3CC(=O)N3,O8L
Cc1nc2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)C[N@@](C)CC(=O)N)O)O)N,O8M
CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,O8N
c1cc(ccc1CN2c3cc(c(cc3-c4cc(c(cc4S2(=O)=O)O)O)O)O)S(=O)(=O)c5ccc(c(c5)O)O,O8O
C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]1[C@H](C)COC(=O)Nc4ccnc(c4)Br)O)/C,O8P
c1ccc(cc1)n2c(c(cn2)C(=O)NCc3ccc(cc3)C(=O)N[C@@H](CCC4CCCCC4)C(=O)NCCc5ccc(cc5)Cl)N,O8Q
CC(=O)/C(=N/O)/C(=O)OCCOC,O8R
C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]1[C@H](C)COC(=O)Nc4ccc(cc4)C(F)(F)F)O)/C,O8S
c1ccc(cc1)n2c(c(cn2)C(=O)NCc3ccc(cc3)C(=O)N[C@@H](CCC4CCCCC4)C(=O)NC5CCCCC5)N,O8T
COc1ccc(cc1)N,O8U
C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]1[C@@H](C)COC(=O)Nc4cc5ccccc5cn4)O)/C,O8V
CC[C@H](C)NC(=O)[C@H](CCC1CCCCC1)NC(=O)c2ccc(cc2)CNC(=O)c3cnn(c3N)c4ccccc4,O8W
c1cc(cc(c1)S(=O)(=O)c2ccc(cc2)CCNS(=O)(=O)c3ccc(c(c3)O)O)O,O8X
CCCCCC=O,O8Y
CC(C)CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c2ccc(cc2)CNC(=O)c3cnn(c3N)c4ccccc4,O8Z
CCCc1c(ccc2c1onc2C(F)(F)F)OCCCSc3ccc(cc3Cl)CC(=O)O,O90
Cc1ccc(cc1)c2[nH]cc(n2)C(=O)c3cc(c(c(c3)OC)OC)OC,O91
CNC(=O)c1c(ncc(n1)c2ccc(c(c2)S(=O)(=O)Nc3cccc(c3F)F)Cl)N,O92
B(CC[C@@H]1CC[C@H]([C@](C1)(C(=O)O)N)CN(C)C)([OH2+])(O)O,O93
c1cc(ccc1CC(=O)N2CCC[C@@H](C2)c3c4ccc(nc4[nH]n3)O)F,O94
Cc1c(cc2c(c1NO)sc(n2)C3=N[C@@H](CO3)C(=O)N4CCCC4)C(F)(F)F,O95
CC[C@@H](C(=O)C(=O)N)NC(=O)c1ccc(c(c1Cl)C(F)(F)F)OCc2ccccn2,O96
c1cc(c2cc(sc2c1)C(=O)N)c3ccc(s3)C(=O)NC4CC4,O97
CCC(CC)NC(=O)[C@H](CCC1CCCCC1)NC(=O)c2ccc(cc2)CNC(=O)c3cnn(c3N)c4ccccc4,O98
c1cc(cc(c1)S(=O)(=O)c2ccc(cc2)CNS(=O)(=O)c3ccc(c(c3)O)O)O,O99
CCOc1cc(c(c(c1)C(=O)NNS(=O)(=O)c2ccc3ccccc3c2)F)C,O9A
CN1CCCC[C@@H]1C(=O)O,O9B
c1cc(cnc1)c2nc3ccc4c(c3o2)nc(cn4)N5CCOCC5,O9C
CCOc1cc(c(c(c1)C(=O)NNS(=O)(=O)c2ccccc2)F)C,O9D
CCCn1cc(nn1)CN(C)C(=O)c2cc(c(s2)C)C3=C(CCC3)c4cc(sc4C)C(=O)N(C)Cc5cn(nn5)CC,O9E
CC(=O)c1ccc(cc1)OC,O9F
Cc1cc(cc(c1F)C(=O)NNS(=O)(=O)c2ccccc2)n3cccn3,O9G
CC(C)[C@@H](C[C@H](C1NC(=C(S1)CCOCc2ccccc2)C=O)OC(=O)C)[NH2+]C,O9H
c1cc(ccc1CNS(=O)(=O)c2cc(c(cc2c3ccc(cc3)O)O)O)S(=O)(=O)c4ccc(c(c4)O)O,O9I
Cc1cc(cc(c1F)C(=O)NNS(=O)(=O)c2ccccc2)c3ccccn3,O9J
CC(C)[C@@H](C[C@H](c1nc(cs1)C=O)OC(=O)C)NC,O9K
c1cc(cnc1)c2nc3ccc4c(c3o2)nc(cn4)N5CCSCC5,O9L
Cc1cc(cc(c1F)C(=O)NNS(=O)(=O)c2ccccc2)c3ncccn3,O9M
COC(=O)[C@H](C[C@H](Cc1ccccc1)N)N,O9N
COc1cccc(n1)Oc2cc(cc(c2)Cl)NC(=O)Cc3cncc4c3cccc4,O9O
Cc1cc(cc(c1F)C(=O)NNS(=O)(=O)c2ccccc2)OCC=C,O9P
Cc1cccc(c1)C2=CC(=O)c3c(cc(cc3O2)O)O,O9Q
c1cc(cc(c1)S(=O)(=O)c2ccc(cc2)CNS(=O)(=O)c3cc(c(cc3c4ccc(cc4)O)O)O)O,O9R
Cc1cc(cc(c1F)C(=O)NNS(=O)(=O)c2ccccc2)OC(C)C,O9S
Cc1ccc(cc1)C2=CC(=O)c3c(cc(cc3O2)O)O,O9T
c1ccc(cc1)c2cc(ccc2CN3CCC(=CC3=O)O)Cl,O9U
CCCOc1cc(c(c(c1)C(=O)NNS(=O)(=O)c2ccccc2)F)C,O9V
Cc1nnn(n1)Cc2cc(ccc2/C=C/C(=O)N3CCN(C[C@H]3C)Cc4ccc(cc4)F)Cl,O9W
Cc1ccncc1NC(=O)[C@@H](C)OC(F)F,O9X
Cc1cc(cc(c1F)C(=O)NNS(=O)(=O)c2ccccc2)n3nccn3,O9Y
c1cc(ccc1C2=CC(=O)c3c(cc(cc3O2)O)O)F,O9Z
c1cc-2c(cc1O)OS(=O)(=O)c3c2cc(c(c3)O)O,OA0
c1cc(cc(c1)Br)C(=O)c2cnc(o2)N,OA1
c1ccc(cc1)CN(Cc2ccccc2)C(=O)c3cnc(o3)N,OA2
CC1(Cc2c(c(ncn2)N)C(=O)C1)C,OA3
Cc1c(ccc2c1c(nc(n2)N)N)c3ccccc3,OA4
c1ccc(cc1)OCCOc2nc(nc(n2)N)N,OA5
c1cc(ncc1C(=O)O)O,OA7
CC(=O)N[C@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)O)OC(=O)C)O,OA8
C/C(=C\C(=O)O)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)O,OA9
C(C(=O)C(=O)O)C(=O)[O-],OAA
CC(=O)N[C@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)O)O)OC(=O)C,OAB
CC(Cc1ccccc1O)C(=O)O,OAC
CC(=O)O[C@@H]1[C@@H]([C@H](O[C@@H]1O)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O)O,OAD
CC1([C@@H](N[C@@H](S1)[C@@H](C(=O)O)NC(=O)[C@@H](c2ccccc2)N)C(=O)O)C,OAE
C(=O)(C(C(C(=O)O)(F)F)(O)O)O,OAF
c1cc(c(cc1Cl)NCc2cc3c(nc(nc3nc2)N)N)Cl,OAG
c1nc(c2c(n1)n(cn2)[C@@H]3C[C@H]([C@H](O3)COP(=O)(O)O)O)N,OAH
c1c[nH]c2c1cc(c(c2)NC(=O)C(=O)O)C(=O)O,OAI
Cc1cc(ccc1C#N)Oc2ccc(cc2)CC(=O)N3CCOC[C@@H]3C(=O)O,OAJ
c1ccc(cc1)C(=O)N[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,OAK
c1cc2c(c(c1)O)C(=O)c3c(ccc(c3O)CC(=O)O)C2=O,OAL
Cc1nnc(n1CCCn2ccnc2)c3cnn(c3N)C,OAM
CC(=O)N[C@@H]\1[C@H]([C@@H]([C@H](O/C1=N\OC(=O)Nc2ccccc2)CO)O)O,OAN
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc(no3)C,OAO
c1ccc(cc1)CCCCCCC(=O)N[C@@H](CCC(=O)O)CSc2ccc(cc2)Cc3ccccc3,OAP
CC(C)NC[C@@H]1CCc2cc(c(cc2N1)[N+](=O)[O-])CO,OAQ
[H]/N=C(/N)\NCCC[C@@H](CO)N,OAR
CC(=O)OC[C@@H](C(=O)O)N,OAS
c1cc(ccc1CN(c2ccc(c(c2)O)O)S(=O)(=O)c3ccc(c(c3)O)O)S(=O)(=O)c4ccc(c(c4)O)O,OAT
CC(=C)[C@H]1CC[C@@]([C@@H]([C@@H]1c2c[nH]c3c2cccc3)[N+]#[C-])(C)C=C,OAU
CCN(CCn1cccn1)C(=O)Cc2ccc(cc2)Oc3ccc(c(c3)C)C#N,OAV
Cc1c2c(nc(n1)N)N(C(=O)C(=N2)c3c[nH]nc3)C(C)C,OAW
c1cc(ccc1C(=O)NCN(CC2CC2)C=O)Cl,OAX
Cc1c(ccc2c1C(=O)N(C(=O)N2C)CC3CC3)C(=O)C4=C(NN(C4=O)C)C5CC5,OAY
c1ccc(c(c1)COC(=O)O)N=[N+]=[N-],OAZ
c1cc(ccc1N)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc(c(c3)O)O,OB0
c1ccc(cc1)NS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OB1
CN(c1ccccc1)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OB2
CN(c1ccccc1Cl)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OB3
CCN(c1ccc(cc1)OC)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OB4
CCN(c1ccc(cc1)OC)S(=O)(=O)[C@H]2C[C@@H]3C(=C([C@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OB5
CCN(c1ccc(cc1)Cl)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OB6
CCN(c1ccc(cc1)Cl)S(=O)(=O)[C@H]2C[C@@H]3C(=C([C@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OB7
CCN(c1ccc2ccccc2c1)S(=O)(=O)[C@@H]3C[C@H]4C(=C([C@@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,OB8
c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OB9
c1ccc(c(c1)C(=O)O)NC(=O)C(=O)O,OBA
c1cc(cc(c1)Br)OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,OBB
c1ccc(c(c1)OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O)F,OBC
Cc1ccc(cc1)C(=O)NCc2cn(nn2)[C@@H](Cc3ccc4ccccc4c3)CC(=O)N=O,OBD
C[N@H+]1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)c3cccc(c3)O)C(=O)[O-],OBE
C([C@@H](C(=O)O)N)C(F)F,OBF
c1ccc(cc1)COc2c3c([nH]cn3)nc(n2)N,OBG
c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)OC4C=CCC=C4)c5ccc(cc5)O)O,OBH
c1c[n+](ccc1\C=N\O)COC[n+]2ccc(cc2)\C=N\O,OBI
c1cc(c(cc1OCC(=O)NCCS)Cl)Cl,OBJ
CCOC(=O)CCCCCC(=O)O,OBK
CC1=C2[C@H]([C@]([C@]3(N2[Co]45[N+]6=C(C(=C7[N+]4=C(C=C8[N+]5=C1[C@@]([C@@H]8CCC(=O)N)(C)CC(=O)N)C([C@@H]7CCC(=O)N)(C)C)C)[C@]([C@H]([C@H]36)CC(=O)N)(C)CCC(=O)NCCOP(=O)(O)O[C@@H]9[C@H](O[C@@H]([C@@H]9O)n1cnc2c1ccc(c2)OC)CO)C)(C)CC(=O)N)CCC(=O)N,OBL
c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)Oc4ccc(cc4)Br)c5ccc(cc5)O)O,OBM
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,OBN
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2[nH]cn3,OBO
c1ccc(c(c1)c2ccccc2[S@@](=O)O)O,OBP
CN1CCc2cc3c(c(c2[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)N)OC)OC)OCO3,OBQ
Cc1cc(n2ccnc2n1)Nc3ccc(cc3)S(F)(F)(F)(F)F,OBR
C1[C@H]([C@H](/C(=N\CCCC[C@@H](C(=O)O)N)/C[S@]1=O)CC(=O)O)CCC(=O)O,OBS
c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)N(CC(F)(F)F)c4ccc(cc4)Cl)c5ccc(cc5)O)O,OBT
Cc1c2cc3[n+]4c(cc5n6c(cc7[n+]8c(cc(c1CCC(=O)O)n2[Fe]648)C(=C7C)CCC(=O)O)[C@@]([C@H]5CCC(=O)O)(C)CC(=O)O)[C@@]([C@H]3CCC(=O)O)(C)CC(=O)O,OBV
c1ccc2c(c1)cc(s2)c3cc4c(s3)c(ncn4)SCC(=O)O,OBW
[H]/N=C(\N)/NCCCCNc1nc(cc[n+]1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N,OBX
CC(=O)Nc1cc2c(cccc2s1)c3ccc(s3)C(=O)NC4CC4,OBY
c1ccc(cc1)CON,OBZ
[B-]([C@H](Cn1cc(nn1)C(=O)O)NC(=O)CSc2nnc(s2)N)(O)(O)O,OC0
[OH2][Ca+2],OC1
[OH2][Ca+2][OH2],OC2
[OH2][Ca+2]([OH2])[OH2],OC3
[OH2][Ca+2]([OH2])([OH2])[OH2],OC4
[OH2][Ca+2]([OH2])([OH2])([OH2])[OH2],OC5
[OH2][Ca+2]([OH2])([OH2])([OH2])([OH2])[OH2],OC6
[OH2][Ca+2]([OH2])([OH2])([OH2])([OH2])([OH2])[OH2],OC7
[OH2][Ca+2]([OH2])([OH2])([OH2])([OH2])([OH2])([OH2])[OH2],OC8
CCCCCCCCO,OC9
CCCCCCCC(=O)O,OCA
CCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,OCB
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H]([C@@H]([C@@H](C3=C)O)OCCCO)O)C,OCC
CCCCCCCCCCCCCCCCCC=O,OCD
C(CCCC(=O)O)CCC(=O)O,OCE
Cc1c(c(c(cn1)COP(=O)(O)O)/C=N/OCCC(=O)O)O,OCF
Cc1ccc(cc1NC(=O)c2cnn(c2N)c3ccccc3)C(=O)Nc4ccon4,OCG
c1ccc2c(c1)C=CC(=O)N2,OCH
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NS(=O)(=O)N,OCI
c1cc(cc(c1)N)CNC(=O)c2ccc(s2)c3cccc4c3cc(s4)C(=O)N,OCJ
CCC[C@@]1(C(=O)Nc2ccccc2C(=O)N1CC)C,OCK
[OH2][Co+2],OCL
[OH2][Co+2]([OH2])[OH2],OCM
[OH2][Co+2][OH2],OCN
[OH2][Co+3]([OH2])([OH2])([OH2])([OH2])[OH2],OCO
CCCCCCCCNC(=O)OC[C@H](CO[P@](=O)(CCCCCCCC)O)OC(=O)NCCCCCCCC,OCP
C1CNC(=O)[C@@H]1C[C@@H](C(=O)CO)N,OCQ
CCCCCC(=O)\C=C\C=C/C\C=C\C\C=C\CCCC(=O)O,OCR
C([C@@H](C(=O)O)N)S(=O)(=O)O,OCS
CCCCCCCC,OCT
c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3cc(c(cc3c4ccc(c(c4)O)O)O)O)N,OCU
CC(C)[C@H](C(=O)O)OC(=O)[C@H](CS)NC(=O)CCC[C@@H](C(=O)O)N,OCV
Cc1c2c(cc3c(c2O)C(=O)[C@@]4(C(=O)C=C([C@H]([C@@]4(C3=O)O)O)OC)OC)cc(c1C(=O)OC)OC,OCW
CCCCC\C=C\C\C=C\C=CC(=O)C\C=C\CCCC(=O)O,OCX
C(CSC[C@@H](C(=O)O)N)O,OCY
c1cc2c(cc1Cl)c3c([nH]2)[C@H](CCC3)C(=O)N,OCZ
C1=C[C@@H]([C@H]([C@@H]([C@H]1O)O)O)F,OD0
c1cc(c2cc(sc2c1)C(=O)N)c3ccc(s3)C(=O)NCCCN,OD1
CSc1ccc(cc1)c2cc3c(s2)c(ncn3)SCC(=O)O,OD2
C1C(=O)NC(=O)S1,OD3
c1cc(c2cc(sc2c1)C(=O)O)c3ccc(s3)C(=O)NCCCN,OD4
c1cc(c(cc1S(=O)(=O)c2ccc(c(c2)O)O)O)O,OD5
c1ccc(cc1)Cc2ccc(cc2)c3c[se]c(n3)N,OD6
COc1ccc2c(c1)n(nn2)CC(=O)N(Cc3ccccn3)c4ccc(cc4)C5CCNCC5,OD7
C[C@@H]1[C@@H]2CC[C@@H]([C@H]2C[C@]3(CC[C@H]([C@@H]3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(C)C)C)COC,OD8
c1cc(ccc1Cc2ccc(c(c2)O)O)CNS(=O)(=O)c3cc(c(cc3c4ccc(c(c4)O)O)O)O,OD9
C1C[C@H](N2C(=O)[C@H](CCC(=O)N2C1)N)C(=O)O,ODA
[H]/N=C(/N)\NCCC[C@H]1C(=O)N[C@@H](CSCc2ccccc2CN(CC(=O)N3CCC[C@H]3CC(=O)N1)Cc4ccccc4CO)C(=O)N,ODB
CC(C)(C(=O)N1CCC(CC1)CCNC(=O)CCl)Oc2ccc(cc2)Cl,ODC
CCCCC\C=C/C=C/CCCCCCCCC(=O)O,ODD
CCOC(=O)[C@H]1[C@H]([C@H]2C(=C([C@@H]1O2)c3ccc(cc3)O)c4ccc(cc4)O)C(=O)OCC,ODE
C1=C(C(=O)NC(=O)N1)O,ODF
c1cc(ccc1CC(=O)N2CCN(CC2)c3ccc(nn3)C#N)C4CC4,ODG
c1cc(oc1)CNC(=O)c2ccc3c(c2)nccn3,ODH
C(CCCCO)CCCO,ODI
Cc1cc(ccc1NC(=O)c2cnn3c2ccc(c3)OC)NC(=O)c4c5ccccc5n(n4)C,ODJ
c1ccnc(c1)c2cc([nH]n2)C(=O)O,ODK
c1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)Cc3ccc(c(c3)O)O,ODL
C[C@H](CCC=C(C)C)CCO,ODM
C[C@@H]1[C@@H]2CC[C@H]3[C@@]45CO[C@@]([C@]3([C@@H]2O)C1=O)([C@H]([C@@H]4C(CC[C@@H]5O)(C)C)O)O,ODN
C/C(=N\O)/c1ccc(cc1O)O,ODO
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)[N+]5=CC(C(=O)C=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ODP
CCC[C@@]1(C(=O)Nc2ccccc2C(=O)N1C)C,ODQ
CCOc1cc(cc(c1)[C@@H](C)O)c2c(noc2C)C,ODR
CN1CCN(CC1)C(=O)O,ODS
CC\C=C/C=C/C=C/CCCCCCCCCC(=O)O,ODT
N(=O)[Ru-2]([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])O,ODU
C([C@H](O)P(=O)(O)O)N,ODV
C1C[C@]2([C@H]([C@H]([C@H]([C@@H]1N2)CO)O)O)O,ODW
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)N[C@H]3CCC[C@@H]3O,ODX
CC1=C([C@@H](Oc2c1cccc2O)c3ccc(cc3)OCCN4CC(C4)CF)c5cccc(c5)O,ODY
